URL,Title,Content
./articles/CBMiqwFodHRwczovL3d3dy5ub3J0aHdlc3RnZW9yZ2lhbmV3cy5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfZDczYjYwZTMtMzVkMS01ODlmLWIwMWYtNTJlYzcxZjNlNGZjLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Husband's Massive Taylor Swift Lego Creations Get the Internet's Applause,Error fetching content: Invalid URL './articles/CBMiqwFodHRwczovL3d3dy5ub3J0aHdlc3RnZW9yZ2lhbmV3cy5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfZDczYjYwZTMtMzVkMS01ODlmLWIwMWYtNTJlYzcxZjNlNGZjLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiqwFodHRwczovL3d3dy5ub3J0aHdlc3RnZW9yZ2lhbmV3cy5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfZDczYjYwZTMtMzVkMS01ODlmLWIwMWYtNTJlYzcxZjNlNGZjLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiUmh0dHBzOi8vd3d3LmJ1enpmZWVkLmNvbS9jaGVsc2Vhc3Rld2FydC90YXlsb3Itc3dpZnQtZ2F5LXNwZWN1bGF0aW9uLXRlYW0tcmVzcG9uc2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,Taylor Swift Gay Op-Ed Reportedly Angers Her Team,Error fetching content: Invalid URL './articles/CBMiUmh0dHBzOi8vd3d3LmJ1enpmZWVkLmNvbS9jaGVsc2Vhc3Rld2FydC90YXlsb3Itc3dpZnQtZ2F5LXNwZWN1bGF0aW9uLXRlYW0tcmVzcG9uc2XSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiUmh0dHBzOi8vd3d3LmJ1enpmZWVkLmNvbS9jaGVsc2Vhc3Rld2FydC90YXlsb3Itc3dpZnQtZ2F5LXNwZWN1bGF0aW9uLXRlYW0tcmVzcG9uc2XSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiUWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbNIBUWh0dHBzOi8vYW1wLm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,Taylor Swift could 'ruin' her career in 2024 if she gets involved in controversial affair,Error fetching content: Invalid URL './articles/CBMiUWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbNIBUWh0dHBzOi8vYW1wLm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiUWh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbNIBUWh0dHBzOi8vYW1wLm1hcmNhLmNvbS9lbi9saWZlc3R5bGUvbXVzaWMvMjAyNC8wMS8wNi82NTk5MzA3YmNhNDc0MWVlMGI4YjQ1OTcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiSWh0dHBzOi8vcGFyYWRlLmNvbS9uZXdzL2h1c2JhbmRzLXRheWxvci1zd2lmdC1sZWdvLWNyZWF0aW9ucy12aXJhbC1yZWRkaXTSAQA?hl=en-US&gl=US&ceid=US%3Aen,Fans Applaud Husband's Massive Taylor Swift Lego Creations,Error fetching content: Invalid URL './articles/CBMiSWh0dHBzOi8vcGFyYWRlLmNvbS9uZXdzL2h1c2JhbmRzLXRheWxvci1zd2lmdC1sZWdvLWNyZWF0aW9ucy12aXJhbC1yZWRkaXTSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiSWh0dHBzOi8vcGFyYWRlLmNvbS9uZXdzL2h1c2JhbmRzLXRheWxvci1zd2lmdC1sZWdvLWNyZWF0aW9ucy12aXJhbC1yZWRkaXTSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiogFodHRwczovL3d3dy5oZW5yeWhlcmFsZC5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfNGU1N2Y5MWEtYWQ1Zi01MWE2LTg2MjAtOTA0N2EwNGU2MzU0Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Husband's Massive Taylor Swift Lego Creations Get the Internet's Applause,Error fetching content: Invalid URL './articles/CBMiogFodHRwczovL3d3dy5oZW5yeWhlcmFsZC5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfNGU1N2Y5MWEtYWQ1Zi01MWE2LTg2MjAtOTA0N2EwNGU2MzU0Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiogFodHRwczovL3d3dy5oZW5yeWhlcmFsZC5jb20vYXJlbmEvcGFyYWRlL2h1c2JhbmRzLW1hc3NpdmUtdGF5bG9yLXN3aWZ0LWxlZ28tY3JlYXRpb25zLWdldC10aGUtaW50ZXJuZXRzLWFwcGxhdXNlL2FydGljbGVfNGU1N2Y5MWEtYWQ1Zi01MWE2LTg2MjAtOTA0N2EwNGU2MzU0Lmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiWGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9uZmwva2Fuc2FzLWNpdHktY2hpZWZzLzIwMjQvMDEvMDYvNjU5OTY2MmVjYTQ3NDEzMDdmOGI0NTZlLmh0bWzSAVhodHRwczovL2FtcC5tYXJjYS5jb20vZW4vbmZsL2thbnNhcy1jaXR5LWNoaWVmcy8yMDI0LzAxLzA2LzY1OTk2NjJlY2E0NzQxMzA3ZjhiNDU2ZS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Will Taylor Swift be at Chargers vs Chiefs game to cheer for Travis Kelce?,Error fetching content: Invalid URL './articles/CBMiWGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9uZmwva2Fuc2FzLWNpdHktY2hpZWZzLzIwMjQvMDEvMDYvNjU5OTY2MmVjYTQ3NDEzMDdmOGI0NTZlLmh0bWzSAVhodHRwczovL2FtcC5tYXJjYS5jb20vZW4vbmZsL2thbnNhcy1jaXR5LWNoaWVmcy8yMDI0LzAxLzA2LzY1OTk2NjJlY2E0NzQxMzA3ZjhiNDU2ZS5odG1s?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiWGh0dHBzOi8vd3d3Lm1hcmNhLmNvbS9lbi9uZmwva2Fuc2FzLWNpdHktY2hpZWZzLzIwMjQvMDEvMDYvNjU5OTY2MmVjYTQ3NDEzMDdmOGI0NTZlLmh0bWzSAVhodHRwczovL2FtcC5tYXJjYS5jb20vZW4vbmZsL2thbnNhcy1jaXR5LWNoaWVmcy8yMDI0LzAxLzA2LzY1OTk2NjJlY2E0NzQxMzA3ZjhiNDU2ZS5odG1s?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiXWh0dHBzOi8vd3d3LmRjb3VyaWVyLmNvbS9uZXdzLzIwMjQvamFuLzA2L3dpbGwtdGF5bG9yLXN3aWZ0LWJlLWF0LXRoZS1jaGllZnMtY2hhcmdlcnMtZ2FtZS1zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Will Taylor Swift Be at the Chiefs-Chargers Game Supporting Travis Kelce?,Error fetching content: Invalid URL './articles/CBMiXWh0dHBzOi8vd3d3LmRjb3VyaWVyLmNvbS9uZXdzLzIwMjQvamFuLzA2L3dpbGwtdGF5bG9yLXN3aWZ0LWJlLWF0LXRoZS1jaGllZnMtY2hhcmdlcnMtZ2FtZS1zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiXWh0dHBzOi8vd3d3LmRjb3VyaWVyLmNvbS9uZXdzLzIwMjQvamFuLzA2L3dpbGwtdGF5bG9yLXN3aWZ0LWJlLWF0LXRoZS1jaGllZnMtY2hhcmdlcnMtZ2FtZS1zL9IBAA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiXmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2xpZmUtc3R5bGUvdGF5bG9yLXN3aWZ0LXRyYXZpcy1rZWxjZS1nb2xkZW4tZ2xvYmVzLWIyNDc0MzEyLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,Travis Kelce won't be at the 2024 Golden Globes with Taylor Swift,Error fetching content: Invalid URL './articles/CBMiXmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2xpZmUtc3R5bGUvdGF5bG9yLXN3aWZ0LXRyYXZpcy1rZWxjZS1nb2xkZW4tZ2xvYmVzLWIyNDc0MzEyLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiXmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL2xpZmUtc3R5bGUvdGF5bG9yLXN3aWZ0LXRyYXZpcy1rZWxjZS1nb2xkZW4tZ2xvYmVzLWIyNDc0MzEyLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMicWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4v0gGAAWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4vP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,Has Taylor Swift ever won a Golden Globe? How many times has she been nominated?,Error fetching content: Invalid URL './articles/CBMicWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4v0gGAAWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4vP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMicWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4v0gGAAWh0dHBzOi8vZW4uYXMuY29tL2VudGVydGFpbm1lbnQvaGFzLXRheWxvci1zd2lmdC1ldmVyLXdvbi1hLWdvbGRlbi1nbG9iZS1ob3ctbWFueS10aW1lcy1oYXMtc2hlLWJlZW4tbm9taW5hdGVkLW4vP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiOWh0dHBzOi8vd3d3LmFvbC5jb20vd2h5LXRyYXZpcy1rZWxjZS1pc24tdC0xNTAwMDA5NjMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,Why Travis Kelce Isn't Going With Taylor Swift to the Golden Globes Despite Being in L.A.,Error fetching content: Invalid URL './articles/CBMiOWh0dHBzOi8vd3d3LmFvbC5jb20vd2h5LXRyYXZpcy1rZWxjZS1pc24tdC0xNTAwMDA5NjMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiOWh0dHBzOi8vd3d3LmFvbC5jb20vd2h5LXRyYXZpcy1rZWxjZS1pc24tdC0xNTAwMDA5NjMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMiUGh0dHBzOi8vdXByb3h4LmNvbS9wb3AvdGF5bG9yLXN3aWZ0LWFydGljbGUtc2V4dWFsaXR5LXNwZWN1bGF0aW9uLXRlYW0tcmVhY3Rpb24v0gEA?hl=en-US&gl=US&ceid=US%3Aen,Taylor Swift's Team Is Upset By Article Speculating Over Her Sexuality,Error fetching content: Invalid URL './articles/CBMiUGh0dHBzOi8vdXByb3h4LmNvbS9wb3AvdGF5bG9yLXN3aWZ0LWFydGljbGUtc2V4dWFsaXR5LXNwZWN1bGF0aW9uLXRlYW0tcmVhY3Rpb24v0gEA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMiUGh0dHBzOi8vdXByb3h4LmNvbS9wb3AvdGF5bG9yLXN3aWZ0LWFydGljbGUtc2V4dWFsaXR5LXNwZWN1bGF0aW9uLXRlYW0tcmVhY3Rpb24v0gEA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMic2h0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay90dnNob3diaXovYXJ0aWNsZS0xMjkzMzc2My9UYXlsb3ItU3dpZnRzLWZyaWVuZHMtdXBzZXQtb3AtZWQtcXVlc3Rpb25pbmctc2V4dWFsaXR5Lmh0bWzSAXdodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTI5MzM3NjMvYW1wL1RheWxvci1Td2lmdHMtZnJpZW5kcy11cHNldC1vcC1lZC1xdWVzdGlvbmluZy1zZXh1YWxpdHkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,"Taylor Swift's friends are upset about op-ed questioning the hitmaker's sexuality, calling it 'invasive, untru",Error fetching content: Invalid URL './articles/CBMic2h0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay90dnNob3diaXovYXJ0aWNsZS0xMjkzMzc2My9UYXlsb3ItU3dpZnRzLWZyaWVuZHMtdXBzZXQtb3AtZWQtcXVlc3Rpb25pbmctc2V4dWFsaXR5Lmh0bWzSAXdodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTI5MzM3NjMvYW1wL1RheWxvci1Td2lmdHMtZnJpZW5kcy11cHNldC1vcC1lZC1xdWVzdGlvbmluZy1zZXh1YWxpdHkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMic2h0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay90dnNob3diaXovYXJ0aWNsZS0xMjkzMzc2My9UYXlsb3ItU3dpZnRzLWZyaWVuZHMtdXBzZXQtb3AtZWQtcXVlc3Rpb25pbmctc2V4dWFsaXR5Lmh0bWzSAXdodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvdHZzaG93Yml6L2FydGljbGUtMTI5MzM3NjMvYW1wL1RheWxvci1Td2lmdHMtZnJpZW5kcy11cHNldC1vcC1lZC1xdWVzdGlvbmluZy1zZXh1YWxpdHkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMijQFodHRwczovL3d3dy5mb3gxN29ubGluZS5jb20vbmV3cy9sb2NhbC1uZXdzL2xha2VzaG9yZS9ncmFuZC1oYXZlbi1tdXNpY2FsLWZvdW50YWluLWFkZGluZy04MHMtbXVzaWMtdGF5bG9yLXN3aWZ0LXNvbmdzLXRvLW5ldy1zZWFzb24tb2Ytc2hvd3PSAQA?hl=en-US&gl=US&ceid=US%3Aen,"Grand Haven Musical Fountain adding 80s music, Taylor Swift songs to new season of shows",Error fetching content: Invalid URL './articles/CBMijQFodHRwczovL3d3dy5mb3gxN29ubGluZS5jb20vbmV3cy9sb2NhbC1uZXdzL2xha2VzaG9yZS9ncmFuZC1oYXZlbi1tdXNpY2FsLWZvdW50YWluLWFkZGluZy04MHMtbXVzaWMtdGF5bG9yLXN3aWZ0LXNvbmdzLXRvLW5ldy1zZWFzb24tb2Ytc2hvd3PSAQA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMijQFodHRwczovL3d3dy5mb3gxN29ubGluZS5jb20vbmV3cy9sb2NhbC1uZXdzL2xha2VzaG9yZS9ncmFuZC1oYXZlbi1tdXNpY2FsLWZvdW50YWluLWFkZGluZy04MHMtbXVzaWMtdGF5bG9yLXN3aWZ0LXNvbmdzLXRvLW5ldy1zZWFzb24tb2Ytc2hvd3PSAQA?hl=en-US&gl=US&ceid=US%3Aen?
./articles/CBMihgFodHRwczovL2ZhbmRvbXdpcmUuY29tL25vLWJvdW5kYXJpZXMtc29tZS1qb3VybmFsaXN0cy13b250LWNyb3NzLXRheWxvci1zd2lmdHMtdGVhbS1zbGFtcy1tYWpvci1vdXRsZXQtZm9yLXNwcmVhZGluZy1ydW1vci1zaGVzLXF1ZWVyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,"""No boundaries some journalists won't cross"": Taylor Swift's Team Slams Major Outlet for Spreading Rumor She's Queer",Error fetching content: Invalid URL './articles/CBMihgFodHRwczovL2ZhbmRvbXdpcmUuY29tL25vLWJvdW5kYXJpZXMtc29tZS1qb3VybmFsaXN0cy13b250LWNyb3NzLXRheWxvci1zd2lmdHMtdGVhbS1zbGFtcy1tYWpvci1vdXRsZXQtZm9yLXNwcmVhZGluZy1ydW1vci1zaGVzLXF1ZWVyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen': No scheme supplied. Perhaps you meant https://./articles/CBMihgFodHRwczovL2ZhbmRvbXdpcmUuY29tL25vLWJvdW5kYXJpZXMtc29tZS1qb3VybmFsaXN0cy13b250LWNyb3NzLXRheWxvci1zd2lmdHMtdGVhbS1zbGFtcy1tYWpvci1vdXRsZXQtZm9yLXNwcmVhZGluZy1ydW1vci1zaGVzLXF1ZWVyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen?
